episode,steps,ep_reward,avg_speed,total_energy,wiggle,safety,success,reason
3907,2,50.451,12.489,85.533,0.000,0.003,1,goal
3908,2,50.320,12.179,82.635,0.000,0.238,1,goal
3909,3,-198.563,20.671,419.135,0.000,0.000,0,collision
3910,3,50.556,19.078,246.354,0.000,0.288,1,goal
3911,2,50.331,4.229,59.126,0.070,0.402,1,goal
3912,3,50.983,20.006,307.260,0.000,0.013,1,goal
3913,3,-199.171,19.149,268.239,0.000,0.152,0,collision
3914,2,-199.127,14.338,200.304,0.000,0.180,0,collision
3915,3,-199.116,19.721,279.244,0.000,0.331,0,collision
3916,3,-198.961,20.352,338.270,0.000,0.000,0,collision
3917,1,49.950,5.898,19.742,0.000,0.000,1,goal
3918,2,50.496,11.887,79.913,0.000,0.001,1,goal
3919,1,-200.129,5.672,15.109,0.000,0.000,0,collision
3920,2,-199.280,14.009,179.612,0.000,0.169,0,collision
3921,4,51.730,26.416,420.112,0.000,0.000,1,goal
3922,1,49.954,6.101,24.622,0.000,0.000,1,goal
3923,4,-197.900,27.091,425.439,0.000,0.000,0,collision
3924,3,-198.785,20.186,385.171,0.000,0.053,0,collision
3925,4,-198.552,11.770,375.549,0.108,0.038,0,collision
3926,2,50.432,13.087,91.166,0.000,0.004,1,goal
3927,1,-200.098,6.064,20.356,0.000,0.000,0,collision
3928,2,-199.474,13.984,136.729,0.000,0.052,0,collision
3929,1,0.000,0.000,0.000,0.000,0.000,0,not_found
3930,5,-47.028,32.745,581.342,0.000,0.000,1,goal
3931,1,49.829,4.645,9.051,0.000,0.000,1,goal
3932,3,-199.029,9.653,219.145,0.044,0.252,0,collision
3933,3,-199.164,19.401,252.223,0.000,0.511,0,collision
3934,2,50.664,14.161,152.589,0.000,0.000,1,goal
3935,1,-200.014,6.478,26.309,0.000,0.629,0,collision
3936,3,-199.203,9.836,223.798,0.333,0.445,0,collision
3937,4,51.615,15.550,410.164,0.011,0.192,1,goal
3938,1,-200.000,0.000,0.000,0.000,0.947,0,collision
3939,2,50.296,4.191,58.535,0.043,0.496,1,goal
3940,4,-198.175,25.810,408.676,0.000,0.000,0,collision
3941,4,-198.336,26.016,417.863,0.000,0.349,0,collision
3942,4,-198.044,26.804,397.199,0.000,0.170,0,collision
3943,5,-46.721,32.389,508.900,0.000,0.044,1,goal
3944,4,51.505,26.478,396.852,0.000,0.003,1,goal
3945,4,51.592,26.174,393.237,0.000,0.170,1,goal
3946,2,50.668,13.287,141.222,0.000,0.000,1,goal
3947,1,-200.164,3.749,11.835,0.000,0.000,0,collision
3948,3,51.200,20.170,384.796,0.000,0.000,1,goal
3949,1,49.985,6.595,26.834,0.000,0.000,1,goal
3950,3,-198.860,20.260,336.257,0.000,0.362,0,collision
3951,2,-199.133,14.198,198.081,0.000,0.498,0,collision
3952,4,-198.134,26.565,395.192,0.000,0.121,0,collision
3953,2,50.811,14.666,189.456,0.000,0.000,1,goal
3954,2,49.794,11.991,80.886,0.000,0.385,1,goal
3955,2,50.720,14.234,167.942,0.000,0.058,1,goal
3956,3,-198.856,20.915,402.869,0.000,0.355,0,collision
3957,2,50.718,13.284,141.175,0.000,0.000,1,goal
3958,3,-199.098,19.638,322.799,0.000,0.068,0,collision
3959,3,51.146,19.985,380.334,0.000,0.036,1,goal
3960,4,51.679,25.787,415.995,0.000,0.098,1,goal
3961,2,-199.278,14.250,153.765,0.000,0.000,0,collision
3962,2,50.605,14.104,151.844,0.000,0.137,1,goal
3963,2,-199.257,14.244,198.807,0.000,0.302,0,collision
3964,2,-199.499,14.077,180.616,0.000,0.406,0,collision
3965,1,0.000,0.000,0.000,0.000,0.000,0,not_found
3966,4,-198.230,26.463,413.400,0.000,0.017,0,collision
3967,1,49.911,3.633,4.551,0.000,0.000,1,goal
3968,3,51.023,20.948,403.676,0.000,0.000,1,goal
3969,24,-237.264,1.878,354.428,0.011,0.034,0,collision
3970,1,0.000,0.000,0.000,0.000,0.000,0,not_found
3971,2,50.633,13.195,140.029,0.000,0.000,1,goal
3972,2,50.564,13.200,103.325,0.000,0.018,1,goal
3973,2,-199.613,12.399,95.121,0.000,0.032,0,collision
3974,1,49.925,2.921,1.757,0.000,0.000,1,goal
3975,3,-198.851,20.999,404.933,0.000,0.000,0,collision
3976,8,42.223,4.310,194.184,0.000,0.006,1,goal
3977,2,50.642,13.969,164.233,0.000,0.000,1,goal
3978,1,50.043,8.132,45.156,0.000,0.000,1,goal
3979,1,0.000,0.000,0.000,0.000,0.000,0,not_found
3980,3,-199.075,19.362,272.322,0.000,0.335,0,collision
3981,3,-199.082,9.700,220.349,0.137,0.412,0,collision
3982,2,-199.304,15.185,213.893,0.000,0.458,0,collision
3983,5,-47.003,32.261,509.709,0.000,0.000,1,goal
3984,3,-199.068,9.700,220.349,0.083,0.412,0,collision
3985,4,-198.581,15.218,399.753,0.065,0.000,0,collision
3986,2,50.182,4.483,63.018,0.281,0.407,1,goal
3987,5,52.388,32.273,450.377,0.000,0.070,1,goal
3988,8,-199.268,13.700,825.748,0.040,0.207,0,collision
3989,2,50.643,13.085,125.867,0.000,0.092,1,goal
3990,1,-199.970,6.934,28.354,0.000,0.773,0,collision
3991,4,-198.659,25.650,412.502,0.000,0.120,0,collision
3992,1,0.000,0.000,0.000,0.000,0.000,0,not_found
3993,2,-199.270,13.779,161.576,0.000,0.281,0,collision
3994,5,-46.766,32.321,508.365,0.000,0.000,1,goal
3995,1,100.081,8.674,60.775,0.000,0.000,1,goal
3996,1,49.900,3.890,7.393,0.000,0.000,1,goal
3997,2,50.535,12.740,109.878,0.000,0.074,1,goal
3998,2,-199.327,13.151,126.659,0.000,0.265,0,collision
3999,3,-198.726,20.471,419.325,0.000,0.298,0,collision
4000,4,-198.445,15.898,421.979,0.220,0.316,0,collision
4001,1,49.977,5.302,17.536,0.000,0.000,1,goal
4002,1,-200.076,2.136,1.189,0.000,0.112,0,collision
4003,7,-199.290,16.031,578.537,0.000,0.169,0,collision
4004,3,-199.240,19.169,290.183,0.000,0.145,0,collision
4005,1,0.000,0.000,0.000,0.000,0.000,0,not_found
4006,1,49.927,4.215,8.106,0.000,0.000,1,goal
4007,1,50.151,7.217,39.613,0.000,0.000,1,goal
4008,2,-199.161,15.274,215.325,0.000,0.000,0,collision
4009,1,0.000,0.000,0.000,0.000,0.000,0,not_found
4010,4,-197.668,26.906,412.799,0.000,0.000,0,collision
4011,2,50.360,12.411,74.922,0.000,0.218,1,goal
4012,2,50.811,14.112,196.711,0.000,0.000,1,goal
4013,5,-47.484,32.294,481.063,0.000,0.000,1,goal
4014,4,-198.248,25.784,411.961,0.000,0.001,0,collision
4015,1,50.374,8.418,52.842,0.000,0.000,1,goal
4016,2,50.579,13.015,112.941,0.000,0.059,1,goal
4017,1,-200.161,5.713,22.893,0.000,0.101,0,collision
4018,4,-198.595,25.650,412.502,0.000,0.123,0,collision
4019,2,50.497,12.328,94.395,0.000,0.000,1,goal
4020,4,51.822,26.130,412.838,0.000,0.000,1,goal
4021,4,51.568,25.705,413.905,0.000,0.162,1,goal
4022,2,50.383,13.196,153.492,0.000,0.016,1,goal
4023,3,-198.946,20.507,392.948,0.000,0.267,0,collision
4024,2,50.494,12.814,110.700,0.000,0.002,1,goal
4025,2,-199.659,4.660,65.739,0.094,0.842,0,collision
4026,3,50.969,19.684,257.378,0.000,0.000,1,goal
4027,1,50.081,7.248,39.798,0.000,0.000,1,goal
4028,3,-198.614,20.671,419.135,0.000,0.135,0,collision
4029,1,-199.886,7.726,42.689,0.000,0.611,0,collision
4030,3,50.995,19.796,302.960,0.000,0.000,1,goal
4031,2,-199.414,14.077,137.863,0.000,0.178,0,collision
4032,1,50.051,8.078,44.826,0.000,0.000,1,goal
4033,3,-198.674,21.001,404.976,0.000,0.000,0,collision
4034,1,49.806,3.700,4.649,0.000,0.000,1,goal
4035,4,51.438,16.166,398.221,0.033,0.280,1,goal
4036,3,-198.561,20.671,419.135,0.000,0.283,0,collision
4037,2,-199.181,14.869,208.793,0.000,0.016,0,collision
4038,1,49.918,4.886,9.584,0.000,0.000,1,goal
4039,3,51.160,20.295,414.843,0.000,0.005,1,goal
4040,2,-199.483,13.099,91.275,0.000,0.323,0,collision
4041,2,50.611,14.188,167.296,0.000,0.000,1,goal
4042,2,50.448,13.457,117.868,0.000,0.000,1,goal
4043,2,-199.706,4.348,60.936,0.047,0.422,0,collision
4044,1,49.912,5.227,17.259,0.000,0.000,1,goal
4045,8,-204.872,6.475,392.425,0.125,0.201,0,collision
4046,1,0.000,0.000,0.000,0.000,0.000,0,not_found
4047,7,-47.097,18.995,831.072,0.000,0.087,1,goal
4048,4,-198.524,25.532,409.527,0.000,0.251,0,collision
4049,6,-46.414,36.585,667.027,0.000,0.000,1,goal
4050,3,-198.852,19.849,327.340,0.000,0.018,0,collision
4051,1,49.878,5.533,18.389,0.000,0.000,1,goal
4052,1,0.000,0.000,0.000,0.000,0.000,0,not_found
4053,2,-199.312,13.514,144.166,0.000,0.496,0,collision
4054,2,50.289,12.920,89.590,0.000,0.183,1,goal
4055,2,50.534,13.252,127.877,0.000,0.081,1,goal
4056,1,0.000,0.000,0.000,0.000,0.000,0,not_found
4057,2,50.854,13.978,179.153,0.000,0.058,1,goal
4058,3,-198.725,19.565,345.238,0.000,0.023,0,collision
4059,3,50.922,19.737,324.919,0.000,0.000,1,goal
4060,2,-199.837,13.592,119.387,0.000,0.386,0,collision
4061,8,-209.314,2.819,172.758,0.014,0.036,0,collision
4062,3,51.412,20.018,407.825,0.000,0.000,1,goal
4063,1,-199.725,8.027,44.516,0.000,0.000,0,collision
4064,4,-197.579,27.066,420.806,0.000,0.146,0,collision
4065,1,50.227,6.290,29.750,0.000,0.000,1,goal
4066,4,-198.122,26.639,425.814,0.000,0.153,0,collision
4067,3,-198.477,21.401,399.553,0.000,0.324,0,collision
4068,2,-199.179,14.140,197.152,0.000,0.060,0,collision
4069,2,50.564,12.817,122.656,0.000,0.000,1,goal
4070,2,50.450,12.338,84.124,0.000,0.018,1,goal
4071,4,-198.558,25.805,412.502,0.000,0.025,0,collision
4072,3,51.233,20.748,398.801,0.000,0.000,1,goal
4073,1,50.247,8.201,45.570,0.000,0.000,1,goal
4074,3,-199.178,10.113,230.899,0.205,0.007,0,collision
4075,2,50.494,13.442,117.698,0.000,0.071,1,goal
4076,6,-46.268,36.624,689.405,0.000,0.000,1,goal
4077,2,50.526,12.595,108.272,0.000,0.070,1,goal
4078,1,-200.080,6.302,29.813,0.000,0.000,0,collision
4079,5,-46.780,32.587,545.912,0.000,0.000,1,goal
4080,4,-47.819,27.117,393.469,0.000,0.000,1,goal
4081,3,-198.435,21.224,395.245,0.000,0.104,0,collision
4082,2,-199.803,12.244,73.501,0.000,0.492,0,collision
4083,1,0.000,0.000,0.000,0.000,0.000,0,not_found
4084,2,50.648,14.020,150.744,0.000,0.000,1,goal
4085,4,-197.602,26.988,418.839,0.000,0.000,0,collision
4086,5,-47.069,32.685,581.078,0.000,0.000,1,goal
4087,2,50.401,13.065,101.936,0.000,0.126,1,goal
4088,2,-199.416,14.287,199.490,0.000,0.086,0,collision
4089,2,50.487,14.059,137.650,0.000,0.000,1,goal
4090,4,-198.068,26.815,418.398,0.000,0.000,0,collision
4091,4,-201.162,5.183,154.533,0.196,0.250,0,collision
4092,4,-201.223,5.702,170.887,0.005,0.023,0,collision
4093,2,-199.715,4.689,66.189,0.159,0.434,0,collision
4094,5,-197.522,21.756,416.187,0.102,0.262,0,collision
4095,1,-199.970,7.395,40.685,0.000,0.327,0,collision
4096,1,-200.036,7.298,35.036,0.000,0.290,0,collision
4097,3,-198.817,19.616,346.391,0.000,0.323,0,collision
4098,1,0.000,0.000,0.000,0.000,0.000,0,not_found
4099,4,51.436,25.469,407.935,0.000,0.094,1,goal
4100,2,50.392,4.307,60.309,0.055,0.413,1,goal
4101,3,-198.784,20.052,408.686,0.000,0.058,0,collision
4102,2,50.421,12.834,99.571,0.000,0.007,1,goal
4103,3,-198.973,19.723,324.635,0.000,0.386,0,collision
4104,1,50.361,8.143,50.950,0.000,0.000,1,goal
4105,5,-47.483,32.574,424.866,0.000,0.055,1,goal
4106,4,-198.367,26.245,423.685,0.000,0.000,0,collision
4107,2,50.198,4.134,57.669,0.212,0.345,1,goal
4108,4,-197.745,26.833,418.839,0.000,0.000,0,collision
4109,4,-198.469,26.971,401.287,0.000,0.010,0,collision
4110,3,-199.129,19.024,245.371,0.000,0.310,0,collision
4111,2,50.291,12.530,107.559,0.000,0.405,1,goal
4112,2,-199.381,14.597,173.042,0.000,0.498,0,collision
4113,2,50.311,12.211,82.940,0.000,0.344,1,goal
4114,3,-198.703,20.351,411.015,0.000,0.306,0,collision
4115,2,-199.533,12.993,101.194,0.000,0.040,0,collision
4116,2,50.529,13.162,139.603,0.000,0.010,1,goal
4117,4,-47.776,27.234,425.103,0.000,0.000,1,goal
4118,3,-199.050,19.965,379.861,0.000,0.325,0,collision
4119,3,-198.496,20.879,419.135,0.000,0.000,0,collision
4120,2,50.663,14.046,165.306,0.000,0.000,1,goal
4121,4,-198.340,16.298,402.526,0.250,0.180,0,collision
4122,2,-199.282,13.803,161.911,0.000,0.439,0,collision
4123,6,-207.761,1.043,47.477,0.094,0.138,0,collision
4124,1,49.902,3.926,7.474,0.000,0.000,1,goal
4125,5,-47.255,32.548,453.981,0.000,0.000,1,goal
4126,2,-199.127,14.901,192.991,0.000,0.164,0,collision
4127,3,-198.879,19.665,323.373,0.000,0.284,0,collision
4128,2,50.513,13.494,130.792,0.000,0.042,1,goal
4129,1,-199.779,8.802,55.486,0.000,0.668,0,collision
4130,7,-49.497,18.252,521.865,0.000,0.000,1,goal
4131,4,-197.748,26.833,418.839,0.000,0.225,0,collision
4132,1,49.906,3.716,4.672,0.000,0.000,1,goal
4133,2,-199.274,14.530,187.409,0.000,0.043,0,collision
4134,3,50.883,20.381,363.858,0.000,0.079,1,goal
4135,3,50.972,20.152,333.918,0.000,0.171,1,goal
4136,2,50.747,14.300,168.865,0.000,0.000,1,goal
4137,2,50.318,11.615,68.159,0.000,0.267,1,goal
4138,4,-198.192,26.940,404.329,0.000,0.000,0,collision
4139,2,50.716,14.614,173.280,0.000,0.000,1,goal
4140,2,-199.150,14.259,199.040,0.000,0.431,0,collision
4141,4,-198.040,27.480,406.110,0.000,0.000,0,collision
4142,5,52.818,33.045,584.685,0.000,0.000,1,goal
4143,3,-198.403,21.174,394.016,0.000,0.000,0,collision
4144,4,-197.888,27.498,398.952,0.000,0.000,0,collision
4145,2,-199.506,12.666,97.842,0.000,0.001,0,collision
4146,3,-198.472,21.174,394.016,0.000,0.017,0,collision
4147,3,-199.064,19.226,249.040,0.000,0.428,0,collision
4148,3,-198.963,19.323,293.313,0.000,0.196,0,collision
4149,7,47.779,9.513,501.202,0.000,0.042,1,goal
4150,1,0.000,0.000,0.000,0.000,0.000,0,not_found
4151,3,50.956,19.056,245.955,0.000,0.361,1,goal
4152,2,50.457,14.101,151.807,0.000,0.033,1,goal
4153,1,49.869,4.894,12.812,0.000,0.000,1,goal
4154,3,-198.744,20.667,413.748,0.000,0.000,0,collision
4155,3,-198.905,20.624,369.463,0.000,0.274,0,collision
4156,2,-199.469,13.214,127.423,0.000,0.245,0,collision
4157,4,51.703,26.404,419.814,0.000,0.000,1,goal
4158,2,50.533,12.580,96.966,0.000,0.000,1,goal
4159,2,-199.183,14.712,206.277,0.000,0.212,0,collision
4160,3,-198.609,21.567,403.604,0.000,0.000,0,collision
4161,1,0.000,0.000,0.000,0.000,0.000,0,not_found
4162,5,-47.266,32.530,516.557,0.000,0.000,1,goal
4163,1,-199.943,5.897,23.714,0.000,0.743,0,collision
4164,1,0.000,0.000,0.000,0.000,0.000,0,not_found
4165,2,-199.227,14.315,199.934,0.000,0.291,0,collision
4166,3,-198.837,20.824,374.093,0.000,0.005,0,collision
4167,3,50.690,9.721,220.865,0.039,0.320,1,goal
4168,2,50.041,11.956,71.052,0.000,0.500,1,goal
4169,2,-199.502,13.379,116.997,0.000,0.371,0,collision
4170,2,50.570,14.426,156.072,0.000,0.040,1,goal
4171,2,-200.209,12.573,96.899,0.000,0.286,0,collision
4172,4,-197.747,26.988,418.839,0.000,0.000,0,collision
4173,12,-215.213,3.912,342.920,0.000,0.004,0,collision
4174,1,-200.203,6.687,31.825,0.000,0.000,0,collision
4175,4,-197.884,26.475,413.705,0.000,0.003,0,collision
4176,2,-199.711,12.038,81.320,0.000,0.759,0,collision
4177,3,-198.532,20.671,419.135,0.000,0.000,0,collision
4178,3,-198.755,20.319,410.191,0.000,0.000,0,collision
4179,1,49.894,6.195,20.847,0.000,0.000,1,goal
4180,2,-199.378,13.546,158.345,0.000,0.487,0,collision
4181,4,-197.739,27.313,402.025,0.000,0.203,0,collision
4182,8,-45.020,40.977,926.729,0.000,0.063,1,goal
4183,3,-198.505,20.879,419.135,0.000,0.204,0,collision
4184,2,50.426,4.176,58.305,0.343,0.313,1,goal
4185,7,53.471,22.741,664.452,0.000,0.023,1,goal
4186,20,-229.019,2.518,392.418,0.027,0.000,0,collision
4187,4,-198.125,26.900,399.554,0.000,0.164,0,collision
4188,2,50.593,13.597,119.438,0.000,0.076,1,goal
4189,2,-199.259,14.530,187.409,0.000,0.043,0,collision
4190,4,-47.677,27.700,403.887,0.000,0.000,1,goal
4191,4,-198.052,26.368,422.851,0.000,0.133,0,collision
4192,3,51.103,20.948,403.676,0.000,0.000,1,goal
4193,2,50.319,13.300,128.458,0.000,0.000,1,goal
4194,1,-200.106,5.689,22.786,0.000,0.557,0,collision
4195,4,-198.367,27.057,399.584,0.000,0.188,0,collision
4196,1,49.906,3.266,4.017,0.000,0.000,1,goal
4197,1,-200.010,5.728,19.111,0.000,0.000,0,collision
4198,1,0.000,0.000,0.000,0.000,0.000,0,not_found
4199,2,50.652,13.527,158.080,0.000,0.108,1,goal
4200,1,50.032,6.292,25.474,0.000,0.000,1,goal
4201,2,50.216,11.665,68.584,0.000,0.389,1,goal
4202,2,50.571,13.140,139.325,0.000,0.475,1,goal
4203,3,-198.737,20.636,412.966,0.000,0.000,0,collision
4204,3,51.059,20.056,356.412,0.000,0.000,1,goal
4205,3,-199.263,18.935,243.765,0.000,0.507,0,collision
4206,5,-47.013,32.285,508.496,0.000,0.001,1,goal
4207,5,-197.409,32.305,451.126,0.000,0.000,0,collision
4208,1,49.821,4.475,11.580,0.000,0.000,1,goal
4209,3,-198.692,20.494,414.625,0.000,0.276,0,collision
4210,4,-198.150,26.883,395.351,0.000,0.000,0,collision
4211,3,-198.933,20.186,385.187,0.000,0.005,0,collision
4212,1,50.161,7.344,40.382,0.000,0.000,1,goal
4213,1,-200.096,5.690,15.162,0.000,0.000,0,collision
4214,5,-47.505,32.470,455.071,0.000,0.000,1,goal
4215,2,-199.822,11.698,68.865,0.000,0.299,0,collision
4216,4,-47.800,26.544,407.575,0.000,0.000,1,goal
4217,4,51.539,26.280,395.816,0.000,0.136,1,goal
4218,1,49.925,3.820,2.411,0.000,0.000,1,goal
4219,15,-221.410,3.639,434.647,0.000,0.000,0,collision
4220,2,50.467,13.885,177.758,0.000,0.026,1,goal
4221,4,-198.199,27.001,398.223,0.000,0.000,0,collision
4222,3,-199.140,19.928,305.663,0.000,0.000,0,collision
4223,2,50.315,11.968,71.149,0.000,0.382,1,goal
4224,9,-204.043,10.177,551.861,0.000,0.014,0,collision
4225,1,0.000,0.000,0.000,0.000,0.000,0,not_found
4226,2,-199.350,14.197,198.057,0.000,0.000,0,collision
4227,2,50.308,12.667,87.203,0.000,0.196,1,goal
4228,3,-198.848,20.373,338.727,0.000,0.137,0,collision
4229,3,-198.876,19.629,322.607,0.000,0.264,0,collision
4230,2,50.432,13.626,119.772,0.000,0.012,1,goal
4231,3,-198.538,21.048,423.451,0.000,0.005,0,collision
4232,1,49.847,4.103,5.236,0.000,0.000,1,goal
4233,2,-199.630,11.999,71.416,0.000,0.672,0,collision
4234,2,50.736,13.642,145.816,0.000,0.000,1,goal
4235,1,50.134,7.000,33.472,0.000,0.000,1,goal
4236,4,-198.384,26.187,393.570,0.000,0.272,0,collision
4237,3,-198.991,19.434,273.703,0.000,0.000,0,collision
4238,3,-198.509,20.879,419.135,0.000,0.086,0,collision
4239,1,0.000,0.000,0.000,0.000,0.000,0,not_found
4240,3,51.118,19.696,324.033,0.000,0.000,1,goal
4241,4,-198.527,15.942,423.451,0.016,0.363,0,collision
4242,3,-199.088,19.434,273.703,0.000,0.106,0,collision
4243,2,-199.412,14.014,150.674,0.000,0.029,0,collision
4244,2,50.719,14.160,152.578,0.000,0.000,1,goal
4245,5,51.316,16.749,516.743,0.000,0.008,1,goal
4246,2,-199.141,14.239,198.734,0.000,0.008,0,collision
4247,1,-199.679,7.753,48.290,0.000,0.000,0,collision
4248,1,0.000,0.000,0.000,0.000,0.000,0,not_found
4249,3,-199.049,19.359,294.033,0.000,0.236,0,collision
4250,2,-199.716,11.843,70.086,0.000,0.367,0,collision
4251,1,0.000,0.000,0.000,0.000,0.000,0,not_found
4252,3,-198.936,20.624,395.783,0.000,0.318,0,collision
4253,4,-197.947,27.009,398.422,0.000,0.140,0,collision
4254,4,51.447,15.490,408.150,0.088,0.233,1,goal
4255,2,50.716,14.269,168.427,0.000,0.000,1,goal
4256,3,-199.010,19.866,304.394,0.000,0.102,0,collision
4257,2,50.341,11.615,68.159,0.000,0.263,1,goal
4258,3,50.989,19.282,250.061,0.000,0.156,1,goal
4259,4,51.542,26.428,395.633,0.000,0.000,1,goal
4260,2,50.778,13.267,140.957,0.000,0.000,1,goal
4261,5,-47.306,32.996,463.185,0.000,0.049,1,goal
4262,1,50.159,7.309,40.170,0.000,0.000,1,goal
4263,2,50.739,13.934,149.627,0.000,0.000,1,goal
4264,2,-199.232,14.765,207.120,0.000,0.000,0,collision
4265,5,-196.958,33.005,615.939,0.000,0.000,0,collision
4266,2,50.788,14.926,209.714,0.000,0.000,1,goal
4267,4,-198.194,26.335,393.388,0.000,0.006,0,collision
4268,2,-199.332,13.105,102.353,0.000,0.204,0,collision
4269,29,-252.256,0.355,99.729,0.000,0.008,0,collision
4270,3,-198.970,19.116,267.596,0.000,0.224,0,collision
4271,1,-199.895,8.075,44.807,0.000,0.121,0,collision
4272,2,50.354,12.718,98.383,0.000,0.001,1,goal
4273,3,-199.218,19.029,265.930,0.000,0.000,0,collision
4274,2,50.647,13.316,141.591,0.000,0.000,1,goal
4275,2,-199.483,13.325,104.617,0.000,0.487,0,collision
4276,5,-47.399,22.154,396.113,0.053,0.000,1,goal
4277,4,-198.876,25.911,419.135,0.000,0.200,0,collision
4278,2,-199.866,13.075,113.605,0.000,0.442,0,collision
4279,5,-47.065,32.142,507.356,0.000,0.000,1,goal
4280,2,50.301,4.578,64.478,0.108,0.391,1,goal
4281,3,51.099,20.277,336.626,0.000,0.032,1,goal
4282,1,50.311,8.470,53.196,0.000,0.000,1,goal
4283,2,-199.511,12.852,111.121,0.000,0.018,0,collision
4284,2,50.249,12.436,85.036,0.000,0.269,1,goal
4285,1,50.050,6.878,28.105,0.000,0.000,1,goal
4286,2,50.484,13.325,104.617,0.000,0.042,1,goal
4287,4,51.642,26.311,417.432,0.000,0.010,1,goal
4288,3,51.252,20.955,393.748,0.000,0.000,1,goal
4289,1,50.139,7.314,40.201,0.000,0.000,1,goal
4290,2,50.654,13.710,146.713,0.000,0.000,1,goal
4291,5,-197.372,32.110,506.714,0.000,0.030,0,collision
4292,1,49.894,6.311,21.278,0.000,0.000,1,goal
4293,1,50.256,8.083,44.857,0.000,0.000,1,goal
4294,3,-198.630,21.014,422.595,0.000,0.024,0,collision
4295,1,0.000,0.000,0.000,0.000,0.000,0,not_found
4296,2,50.430,12.703,98.220,0.000,0.009,1,goal
4297,1,-200.000,0.000,0.000,0.000,0.000,0,collision
4298,2,-199.240,14.637,189.011,0.000,0.092,0,collision
4299,2,50.562,13.579,144.999,0.000,0.022,1,goal
4300,2,-199.551,4.594,64.729,0.349,0.698,0,collision
4301,5,52.418,32.117,477.207,0.000,0.005,1,goal
4302,6,-199.780,13.984,414.888,0.102,0.025,0,collision
4303,5,-47.437,31.943,442.520,0.000,0.000,1,goal
4304,4,52.034,27.653,398.943,0.000,0.000,1,goal
4305,2,50.410,12.921,89.594,0.000,0.019,1,goal
4306,1,0.000,0.000,0.000,0.000,0.000,0,not_found
4307,1,0.000,0.000,0.000,0.000,0.000,0,not_found
4308,2,50.398,14.087,137.991,0.000,0.028,1,goal
4309,4,-198.081,26.368,422.851,0.000,0.133,0,collision
4310,2,50.488,12.447,85.144,0.000,0.003,1,goal
4311,2,-199.267,14.205,198.194,0.000,0.000,0,collision
4312,1,-200.000,0.000,0.000,0.000,0.000,0,collision
4313,1,0.000,0.000,0.000,0.000,0.000,0,not_found
4314,1,-200.100,7.080,33.891,0.000,0.000,0,collision
4315,2,50.810,14.105,181.041,0.000,0.000,1,goal
4316,22,17.056,2.267,390.308,0.005,0.010,1,goal
4317,11,-213.251,3.502,307.764,0.035,0.000,0,collision
4318,2,50.324,12.708,109.525,0.000,0.006,1,goal
4319,3,-198.991,20.305,337.251,0.000,0.284,0,collision
4320,3,-199.184,19.916,353.220,0.000,0.286,0,collision
4321,2,-199.160,15.152,213.354,0.000,0.379,0,collision
4322,5,-198.085,19.656,414.187,0.155,0.000,0,collision
4323,1,50.158,7.880,49.153,0.000,0.000,1,goal
4324,3,-198.696,20.596,417.229,0.000,0.145,0,collision
4325,4,-198.424,26.486,400.846,0.000,0.093,0,collision
4326,2,50.635,13.357,142.129,0.000,0.018,1,goal
4327,2,-199.196,14.315,199.934,0.000,0.291,0,collision
4328,2,50.560,13.115,114.051,0.000,0.042,1,goal
4329,2,50.437,13.008,124.947,0.000,0.000,1,goal
4330,1,50.011,5.707,15.213,0.000,0.000,1,goal
4331,2,50.736,13.817,176.752,0.000,0.174,1,goal
4332,2,50.207,12.381,84.523,0.000,0.154,1,goal
4333,3,-199.198,20.623,395.764,0.000,0.010,0,collision
4334,2,-199.461,13.907,163.371,0.000,0.000,0,collision
4335,3,51.035,19.167,290.156,0.000,0.010,1,goal
4336,3,51.324,20.248,413.652,0.000,0.000,1,goal
4337,3,-198.960,19.024,265.835,0.000,0.025,0,collision
4338,1,0.000,0.000,0.000,0.000,0.000,0,not_found
4339,7,-195.124,39.386,950.438,0.000,0.000,0,collision
4340,2,-199.400,14.179,152.835,0.000,0.076,0,collision
4341,4,51.684,15.664,414.028,0.058,0.166,1,goal
4342,8,50.777,19.487,827.772,0.000,0.071,1,goal
4343,1,50.361,8.000,49.976,0.000,0.000,1,goal
4344,4,51.853,26.901,399.584,0.000,0.029,1,goal
4345,2,50.226,4.483,63.018,0.226,0.500,1,goal
4346,2,-199.664,13.169,139.698,0.000,0.010,0,collision
4347,5,-47.364,32.023,506.714,0.000,0.000,1,goal
4348,5,-197.825,22.480,406.065,0.066,0.340,0,collision
4349,3,-199.251,10.104,230.659,0.158,0.264,0,collision
4350,2,-199.767,12.576,108.062,0.000,0.219,0,collision
4351,1,0.000,0.000,0.000,0.000,0.000,0,not_found
4352,2,50.598,13.321,141.654,0.000,0.018,1,goal
4353,2,50.373,4.630,65.282,0.143,0.326,1,goal
4354,2,50.490,13.325,104.617,0.000,0.034,1,goal
4355,2,50.449,13.652,120.056,0.000,0.058,1,goal
4356,2,50.807,14.636,205.063,0.000,0.167,1,goal
4357,4,-198.158,26.335,393.376,0.000,0.003,0,collision
4358,2,-199.216,14.338,200.304,0.000,0.156,0,collision
4359,1,0.000,0.000,0.000,0.000,0.000,0,not_found
4360,2,50.082,11.838,70.047,0.000,0.255,1,goal
4361,1,-200.048,6.592,31.328,0.000,0.127,0,collision
4362,1,50.050,6.905,28.224,0.000,0.000,1,goal
