episode,steps,ep_reward,avg_speed,total_energy,wiggle,safety,success,reason
1091,2,-199.130,14.368,200.777,0.000,0.498,0,collision
1092,2,-199.678,4.403,61.782,0.500,0.401,0,collision
1093,4,-198.090,26.490,418.024,0.000,0.078,0,collision
1094,2,50.302,11.990,80.875,0.000,0.329,1,goal
1095,3,-199.012,19.116,267.596,0.000,0.192,0,collision
1096,3,51.137,19.519,320.227,0.000,0.000,1,goal
1097,8,45.793,9.811,576.404,0.000,0.044,1,goal
1098,4,-198.134,26.292,416.969,0.000,0.172,0,collision
1099,1,-200.120,6.306,21.258,0.000,0.000,0,collision
1100,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1101,3,-198.999,19.116,267.596,0.000,0.085,0,collision
1102,2,50.374,13.387,105.261,0.000,0.013,1,goal
1103,4,-198.303,27.135,405.284,0.000,0.226,0,collision
1104,4,-198.157,26.711,398.725,0.000,0.002,0,collision
1105,3,-198.907,20.139,333.635,0.000,0.300,0,collision
1106,1,-200.149,5.258,17.371,0.000,0.286,0,collision
1107,2,50.692,14.322,154.706,0.000,0.112,1,goal
1108,1,50.277,8.395,52.682,0.000,0.000,1,goal
1109,5,103.129,30.963,649.320,0.000,0.000,1,goal
1110,1,50.055,6.717,27.379,0.000,0.000,1,goal
1111,2,50.437,12.388,74.722,0.000,0.145,1,goal
1112,2,-199.242,13.546,158.345,0.000,0.304,0,collision
1113,5,-47.209,32.910,461.412,0.000,0.000,1,goal
1114,4,-198.400,26.727,399.132,0.000,0.003,0,collision
1115,6,-46.297,36.249,572.869,0.000,0.000,1,goal
1116,2,-199.325,14.511,187.117,0.000,0.000,0,collision
1117,3,-198.827,20.527,393.417,0.000,0.150,0,collision
1118,4,-197.669,27.066,420.806,0.000,0.146,0,collision
1119,1,50.164,7.520,41.440,0.000,0.000,1,goal
1120,1,50.016,6.480,30.743,0.000,0.000,1,goal
1121,5,-197.046,33.079,616.664,0.000,0.196,0,collision
1122,2,-199.190,14.849,208.470,0.000,0.311,0,collision
1123,3,-199.532,18.896,243.064,0.000,0.497,0,collision
1124,6,52.271,16.393,574.468,0.000,0.050,1,goal
1125,3,-199.000,20.114,357.741,0.000,0.198,0,collision
1126,3,51.029,19.353,293.912,0.000,0.008,1,goal
1127,3,-199.216,6.853,152.111,0.118,0.223,0,collision
1128,2,50.873,14.688,205.895,0.000,0.000,1,goal
1129,1,-200.128,5.812,23.332,0.000,0.770,0,collision
1130,3,51.324,20.382,417.042,0.000,0.000,1,goal
1131,2,-199.345,13.293,128.374,0.000,0.143,0,collision
1132,10,-53.234,13.039,663.234,0.000,0.000,1,goal
1133,4,-197.837,27.440,401.341,0.000,0.000,0,collision
1134,3,51.431,20.010,407.638,0.000,0.000,1,goal
1135,2,50.557,13.029,125.194,0.000,0.082,1,goal
1136,5,52.405,32.816,430.346,0.000,0.080,1,goal
1137,1,-200.290,5.100,16.789,0.000,0.228,0,collision
1138,3,-198.911,20.036,381.561,0.000,0.000,0,collision
1139,5,-47.485,32.572,517.372,0.000,0.000,1,goal
1140,1,50.245,7.767,48.381,0.000,0.000,1,goal
1141,2,-199.158,14.441,201.937,0.000,0.000,0,collision
1142,4,51.731,26.816,401.296,0.000,0.015,1,goal
1143,3,-198.776,20.433,340.047,0.000,0.000,0,collision
1144,2,50.628,13.811,134.637,0.000,0.000,1,goal
1145,8,-49.218,17.203,725.650,0.000,0.000,1,goal
1146,2,-199.314,13.862,177.413,0.000,0.286,0,collision
1147,1,49.946,5.415,14.349,0.000,0.000,1,goal
1148,4,-198.685,15.701,415.291,0.058,0.395,0,collision
1149,1,-199.994,7.349,35.309,0.000,0.437,0,collision
1150,3,-198.941,20.763,372.670,0.000,0.047,0,collision
1151,1,49.924,4.206,5.388,0.000,0.000,1,goal
1152,3,-198.955,20.082,356.996,0.000,0.000,0,collision
1153,3,-199.108,19.199,248.552,0.000,0.401,0,collision
1154,5,52.269,22.141,395.721,0.150,0.120,1,goal
1155,1,-200.098,3.542,4.418,0.000,0.692,0,collision
1156,2,-199.365,13.388,142.529,0.000,0.353,0,collision
1157,2,50.820,14.223,167.784,0.000,0.000,1,goal
1158,1,-200.000,3.574,2.232,0.000,0.181,0,collision
1159,1,-199.971,6.728,27.429,0.000,0.077,0,collision
1160,4,51.842,26.934,396.598,0.000,0.000,1,goal
1161,4,-198.289,25.787,415.995,0.000,0.121,0,collision
1162,1,50.050,5.468,18.149,0.000,0.000,1,goal
1163,4,51.503,15.797,418.546,0.083,0.216,1,goal
1164,4,-198.448,25.477,408.150,0.000,0.278,0,collision
1165,2,50.646,14.840,192.072,0.000,0.097,1,goal
1166,2,50.636,14.252,168.198,0.000,0.000,1,goal
1167,2,-199.711,13.160,126.772,0.000,0.686,0,collision
1168,1,49.945,6.653,27.094,0.000,0.000,1,goal
1169,1,-199.936,6.934,28.354,0.000,0.613,0,collision
1170,2,-199.378,14.250,153.765,0.000,0.162,0,collision
1171,3,-198.619,20.671,419.135,0.000,0.288,0,collision
1172,8,43.126,5.713,315.753,0.000,0.000,1,goal
1173,4,-198.370,26.312,396.589,0.000,0.478,0,collision
1174,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1175,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1176,1,-199.947,3.835,4.845,0.000,0.000,0,collision
1177,3,-198.999,19.764,325.502,0.000,0.021,0,collision
1178,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1179,3,-198.854,20.283,414.551,0.000,0.150,0,collision
1180,4,-198.091,25.960,408.539,0.000,0.000,0,collision
1181,3,-199.222,10.136,231.478,0.102,0.301,0,collision
1182,2,50.797,15.114,212.743,0.000,0.000,1,goal
1183,3,51.577,21.437,400.415,0.000,0.000,1,goal
1184,4,51.542,26.420,399.221,0.000,0.217,1,goal
1185,4,-198.097,27.368,399.584,0.000,0.221,0,collision
1186,2,50.623,13.496,157.646,0.000,0.000,1,goal
1187,5,-47.549,32.428,483.979,0.000,0.000,1,goal
1188,4,-47.842,26.470,417.517,0.000,0.084,1,goal
1189,1,-200.017,7.605,47.277,0.000,0.478,0,collision
1190,1,50.315,8.715,54.887,0.000,0.000,1,goal
1191,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1192,4,51.899,26.330,417.935,0.000,0.000,1,goal
1193,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1194,2,50.383,12.271,83.496,0.000,0.001,1,goal
1195,3,-198.464,20.646,413.231,0.000,0.128,0,collision
1196,2,-199.727,11.694,68.830,0.000,0.516,0,collision
1197,3,50.916,20.357,416.409,0.000,0.234,1,goal
1198,1,49.956,6.592,26.821,0.000,0.000,1,goal
1199,2,-199.659,4.171,58.229,0.000,0.386,0,collision
1200,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1201,2,-199.701,14.143,152.355,0.000,0.007,0,collision
1202,2,50.536,14.034,165.139,0.000,0.000,1,goal
1203,3,50.903,19.988,262.944,0.000,0.183,1,goal
1204,2,-199.302,15.278,215.386,0.000,0.374,0,collision
1205,4,-47.457,27.657,402.831,0.000,0.000,1,goal
1206,5,52.637,32.533,486.267,0.000,0.000,1,goal
1207,5,-198.325,15.564,520.664,0.000,0.088,0,collision
1208,3,-199.085,19.385,317.355,0.000,0.322,0,collision
1209,2,50.669,14.317,154.638,0.000,0.096,1,goal
1210,1,49.892,4.546,17.725,0.000,0.000,1,goal
1211,2,50.360,13.390,117.124,0.000,0.051,1,goal
1212,5,52.562,32.655,456.158,0.000,0.000,1,goal
1213,3,-199.231,19.629,256.372,0.000,0.579,0,collision
1214,2,50.714,14.117,166.298,0.000,0.146,1,goal
1215,1,49.905,3.758,4.733,0.000,0.000,1,goal
1216,5,52.254,22.201,397.532,0.044,0.111,1,goal
1217,5,-47.764,32.760,429.085,0.000,0.003,1,goal
1218,4,-198.379,26.366,418.839,0.000,0.225,0,collision
1219,4,-198.878,8.753,270.684,0.166,0.460,0,collision
1220,1,50.363,8.411,52.791,0.000,0.000,1,goal
1221,2,50.676,14.236,153.580,0.000,0.000,1,goal
1222,2,-199.339,14.287,183.758,0.000,0.178,0,collision
1223,2,-199.461,15.043,211.605,0.000,0.012,0,collision
1224,3,50.974,20.434,365.085,0.000,0.157,1,goal
1225,2,-199.415,13.704,160.542,0.000,0.032,0,collision
1226,1,-199.901,6.939,37.939,0.000,0.409,0,collision
1227,2,-199.132,14.047,180.181,0.000,0.145,0,collision
1228,2,-199.121,14.901,192.991,0.000,0.164,0,collision
1229,2,50.249,4.163,58.112,0.230,0.480,1,goal
1230,3,-198.772,20.791,373.329,0.000,0.036,0,collision
1231,1,49.982,7.471,35.953,0.000,0.000,1,goal
1232,6,-205.308,3.556,160.767,0.023,0.217,0,collision
1233,3,-199.195,10.262,234.728,0.143,0.333,0,collision
1234,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1235,2,-199.495,13.557,131.557,0.000,0.150,0,collision
1236,2,50.367,12.422,84.907,0.000,0.067,1,goal
1237,2,-200.145,12.800,78.252,0.000,0.409,0,collision
1238,2,-199.243,14.530,187.409,0.000,0.043,0,collision
1239,2,50.576,13.900,135.718,0.000,0.089,1,goal
1240,1,50.215,8.031,44.538,0.000,0.000,1,goal
1241,3,51.151,20.163,411.490,0.000,0.044,1,goal
1242,5,-197.463,22.363,402.478,0.069,0.000,0,collision
1243,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1244,3,-198.986,19.690,323.921,0.000,0.000,0,collision
1245,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1246,5,-197.392,32.978,522.132,0.000,0.000,0,collision
1247,1,49.812,7.288,40.042,0.000,0.000,1,goal
1248,5,-47.160,30.668,405.908,0.000,0.000,1,goal
1249,2,-199.178,15.066,211.966,0.000,0.000,0,collision
1250,1,50.224,7.757,42.878,0.000,0.000,1,goal
1251,3,-199.311,19.275,270.655,0.000,0.223,0,collision
1252,3,-199.221,9.750,221.600,0.063,0.320,0,collision
1253,3,50.967,9.659,219.298,0.036,0.305,1,goal
1254,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1255,4,51.226,26.092,423.757,0.000,0.155,1,goal
1256,1,50.125,6.333,25.661,0.000,0.000,1,goal
1257,2,-199.490,12.479,157.065,0.000,0.037,0,collision
1258,2,-199.452,13.803,147.922,0.000,0.069,0,collision
1259,2,50.628,13.636,132.516,0.000,0.085,1,goal
1260,4,51.588,15.490,408.150,0.025,0.197,1,goal
1261,2,-199.543,13.938,136.175,0.000,0.418,0,collision
1262,4,-47.952,26.537,411.330,0.000,0.000,1,goal
1263,4,-198.261,25.648,408.539,0.000,0.220,0,collision
1264,1,-199.885,7.169,34.359,0.000,0.000,0,collision
1265,4,51.541,15.490,408.150,0.193,0.220,1,goal
1266,3,50.838,9.841,223.923,0.191,0.255,1,goal
1267,3,-198.954,19.422,295.316,0.000,0.225,0,collision
1268,2,50.632,13.726,146.915,0.000,0.000,1,goal
1269,2,50.287,11.914,80.170,0.000,0.267,1,goal
1270,2,50.585,13.215,127.426,0.000,0.056,1,goal
1271,2,50.530,14.011,137.062,0.000,0.087,1,goal
1272,2,-199.679,4.403,61.782,0.050,0.403,0,collision
1273,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1274,2,-199.253,13.546,158.345,0.000,0.304,0,collision
1275,2,50.533,14.718,174.758,0.000,0.081,1,goal
1276,3,50.900,9.705,220.475,0.046,0.407,1,goal
1277,1,50.307,8.824,55.638,0.000,0.000,1,goal
1278,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1279,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1280,2,50.726,14.064,195.953,0.000,0.049,1,goal
1281,1,-200.316,4.740,12.358,0.000,0.808,0,collision
1282,2,-199.427,13.462,157.170,0.000,0.031,0,collision
1283,4,-198.471,15.478,407.737,0.219,0.159,0,collision
1284,4,51.915,26.346,418.324,0.000,0.000,1,goal
1285,2,50.421,12.184,82.682,0.000,0.097,1,goal
1286,3,-198.651,20.262,414.006,0.000,0.218,0,collision
1287,2,50.514,12.496,96.113,0.000,0.014,1,goal
1288,2,-199.644,11.799,69.718,0.000,0.479,0,collision
1289,4,-198.066,26.075,407.515,0.000,0.022,0,collision
1290,4,-197.817,26.806,418.162,0.000,0.036,0,collision
1291,5,52.279,31.759,517.472,0.000,0.000,1,goal
1292,3,51.100,19.629,322.607,0.000,0.246,1,goal
1293,2,50.235,12.119,82.073,0.000,0.361,1,goal
1294,4,-198.185,26.321,413.752,0.000,0.130,0,collision
1295,4,-47.463,27.494,395.068,0.000,0.000,1,goal
1296,1,50.000,0.000,0.000,0.000,0.000,1,goal
1297,3,-198.970,19.321,293.262,0.000,0.066,0,collision
1298,3,-198.800,20.530,342.163,0.000,0.257,0,collision
1299,3,-198.889,19.422,295.316,0.000,0.225,0,collision
1300,1,50.351,8.276,51.864,0.000,0.000,1,goal
1301,5,-197.232,33.011,553.177,0.000,0.000,0,collision
1302,2,-199.378,14.434,201.840,0.000,0.487,0,collision
1303,5,51.235,14.587,388.336,0.000,0.085,1,goal
1304,3,-198.697,20.550,416.044,0.000,0.000,0,collision
1305,2,50.436,12.088,72.172,0.000,0.151,1,goal
1306,3,-198.979,19.350,293.849,0.000,0.459,0,collision
1307,1,-199.775,7.794,43.101,0.000,0.668,0,collision
1308,3,50.806,19.745,258.489,0.000,0.328,1,goal
1309,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1310,3,51.097,19.590,345.802,0.000,0.028,1,goal
1311,3,50.939,19.817,259.811,0.000,0.019,1,goal
1312,5,46.357,4.448,167.310,0.000,0.089,1,goal
1313,4,-197.915,27.601,405.281,0.000,0.000,0,collision
1314,5,-47.438,32.823,489.339,0.000,0.000,1,goal
1315,3,50.907,9.718,220.791,0.102,0.260,1,goal
1316,2,50.474,13.030,101.581,0.000,0.008,1,goal
1317,2,-199.465,13.120,91.473,0.000,0.257,0,collision
1318,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1319,3,-198.566,20.753,421.206,0.000,0.000,0,collision
1320,3,50.986,19.671,300.395,0.000,0.000,1,goal
1321,1,50.000,0.000,0.000,0.000,0.000,1,goal
1322,2,-199.506,12.560,86.204,0.000,0.194,0,collision
1323,4,-197.824,26.833,418.839,0.000,0.000,0,collision
1324,2,-199.531,13.720,120.826,0.000,0.302,0,collision
1325,2,-199.078,14.849,208.469,0.000,0.239,0,collision
1326,2,50.084,4.486,63.061,0.322,0.497,1,goal
1327,2,50.349,12.264,73.670,0.000,0.155,1,goal
1328,3,-199.173,10.058,229.492,0.086,0.494,0,collision
1329,3,-199.140,18.762,240.659,0.000,0.136,0,collision
1330,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1331,5,-47.646,21.849,419.135,0.000,0.000,1,goal
1332,2,49.956,13.132,91.582,0.000,0.186,1,goal
1333,5,-47.818,31.910,441.758,0.000,0.014,1,goal
1334,1,50.285,7.871,49.089,0.000,0.000,1,goal
1335,1,-199.840,8.334,52.259,0.000,0.744,0,collision
1336,2,-200.286,11.463,95.832,0.000,0.583,0,collision
1337,1,49.924,1.595,0.799,0.000,0.000,1,goal
1338,4,-198.061,26.744,395.745,0.000,0.000,0,collision
1339,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1340,3,50.920,9.971,227.243,0.204,0.270,1,goal
1341,3,-199.119,10.224,233.744,0.110,0.147,0,collision
1342,4,-197.754,26.833,418.839,0.000,0.000,0,collision
1343,2,50.716,13.708,146.684,0.000,0.000,1,goal
1344,2,50.382,13.196,153.492,0.000,0.016,1,goal
1345,2,-199.391,13.404,142.738,0.000,0.101,0,collision
1346,2,50.537,13.358,142.139,0.000,0.093,1,goal
1347,1,49.923,1.967,1.067,0.000,0.000,1,goal
1348,2,-199.411,13.970,164.247,0.000,0.154,0,collision
1349,3,51.131,18.948,264.392,0.000,0.250,1,goal
1350,1,50.262,8.023,50.134,0.000,0.000,1,goal
1351,1,49.882,2.871,5.170,0.000,0.000,1,goal
1352,2,50.478,12.992,101.190,0.000,0.027,1,goal
1353,3,-198.906,19.775,349.998,0.000,0.000,0,collision
1354,1,50.251,7.562,41.695,0.000,0.000,1,goal
1355,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1356,2,50.711,14.420,155.997,0.000,0.122,1,goal
1357,1,50.070,6.902,28.212,0.000,0.000,1,goal
1358,2,50.366,12.608,76.603,0.000,0.309,1,goal
1359,2,50.449,13.207,103.401,0.000,0.002,1,goal
1360,2,50.274,4.422,62.075,0.036,0.394,1,goal
1361,1,50.280,7.731,48.138,0.000,0.000,1,goal
1362,1,49.949,7.939,43.981,0.000,0.000,1,goal
1363,3,-198.747,19.984,380.318,0.000,0.000,0,collision
1364,2,-199.453,12.530,107.559,0.000,0.425,0,collision
1365,3,-198.796,20.264,387.055,0.000,0.149,0,collision
1366,3,51.136,20.175,384.926,0.000,0.000,1,goal
1367,2,50.423,11.656,68.506,0.000,0.152,1,goal
1368,3,-198.920,20.782,416.679,0.000,0.007,0,collision
1369,8,-48.881,18.454,781.831,0.000,0.069,1,goal
1370,1,49.753,5.167,13.617,0.000,0.000,1,goal
1371,1,-199.733,8.601,54.097,0.000,0.000,0,collision
1372,4,-198.489,25.961,412.502,0.000,0.000,0,collision
1373,3,-198.636,21.027,422.912,0.000,0.161,0,collision
1374,2,50.313,11.978,71.232,0.000,0.360,1,goal
1375,1,-199.887,6.841,27.939,0.000,0.429,0,collision
1376,4,-198.396,26.074,419.325,0.000,0.016,0,collision
1377,3,-198.560,21.632,405.201,0.000,0.093,0,collision
1378,4,-198.480,26.752,403.547,0.000,0.182,0,collision
1379,2,-199.559,13.762,134.041,0.000,0.116,0,collision
1380,4,-198.152,27.418,404.590,0.000,0.000,0,collision
1381,3,-198.637,20.679,419.325,0.000,0.000,0,collision
1382,3,-198.655,21.255,406.126,0.000,0.006,0,collision
1383,2,49.962,12.855,111.156,0.000,0.322,1,goal
1384,12,-207.897,7.733,616.323,0.030,0.106,0,collision
1385,3,50.561,20.480,366.126,0.000,0.022,1,goal
1386,1,50.244,8.698,54.764,0.000,0.000,1,goal
1387,2,50.462,14.163,152.624,0.000,0.016,1,goal
1388,1,49.794,6.084,24.546,0.000,0.000,1,goal
1389,3,-198.818,20.225,360.281,0.000,0.042,0,collision
1390,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1391,2,-199.689,12.289,73.881,0.000,0.702,0,collision
1392,7,-46.404,22.833,823.051,0.000,0.000,1,goal
1393,2,50.057,4.259,59.585,0.026,0.483,1,goal
1394,5,-47.406,32.533,579.452,0.000,0.010,1,goal
1395,2,-199.150,14.901,192.991,0.000,0.164,0,collision
1396,3,50.925,19.060,266.531,0.000,0.042,1,goal
1397,2,50.433,4.473,62.854,0.071,0.304,1,goal
1398,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1399,1,50.253,8.542,53.696,0.000,0.000,1,goal
1400,2,50.863,14.054,180.279,0.000,0.000,1,goal
1401,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1402,2,50.418,14.608,188.586,0.000,0.000,1,goal
1403,5,-47.361,32.663,486.430,0.000,0.000,1,goal
1404,7,-204.728,6.536,367.233,0.072,0.136,0,collision
1405,1,50.280,7.951,49.641,0.000,0.000,1,goal
1406,3,-199.141,9.910,225.692,0.313,0.152,0,collision
1407,3,-199.053,19.718,301.357,0.000,0.352,0,collision
1408,5,52.568,32.124,508.657,0.000,0.000,1,goal
1409,3,51.453,21.325,397.688,0.000,0.000,1,goal
1410,1,50.057,5.326,17.625,0.000,0.000,1,goal
1411,3,-199.053,19.226,249.040,0.000,0.477,0,collision
1412,3,-199.143,19.480,253.658,0.000,0.527,0,collision
1413,4,-198.527,25.654,412.620,0.000,0.431,0,collision
1414,2,-199.243,14.525,187.327,0.000,0.176,0,collision
1415,4,51.590,26.701,402.289,0.000,0.086,1,goal
1416,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1417,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1418,1,-200.000,3.023,1.831,0.000,0.142,0,collision
1419,7,50.102,14.051,575.468,0.000,0.051,1,goal
1420,2,50.376,12.258,73.618,0.000,0.288,1,goal
1421,3,-199.020,20.443,316.266,0.000,0.014,0,collision
1422,4,-203.668,1.235,36.077,0.207,0.000,0,collision
1423,2,-199.503,4.444,62.418,0.331,0.057,0,collision
1424,1,-200.094,4.152,5.308,0.000,0.072,0,collision
1425,5,-47.875,21.984,423.451,0.089,0.000,1,goal
1426,3,50.821,10.309,235.949,0.001,0.253,1,goal
1427,11,-205.661,9.898,606.284,0.027,0.104,0,collision
1428,2,50.752,14.291,168.747,0.000,0.000,1,goal
1429,1,50.000,0.000,0.000,0.000,0.000,1,goal
1430,3,50.922,20.488,341.231,0.000,0.066,1,goal
1431,1,50.101,7.951,44.054,0.000,0.000,1,goal
1432,1,-199.994,7.349,35.309,0.000,0.437,0,collision
1433,3,-199.020,19.596,321.897,0.000,0.009,0,collision
1434,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1435,1,50.121,7.584,47.137,0.000,0.000,1,goal
1436,4,51.784,26.008,413.705,0.000,0.000,1,goal
1437,1,49.831,6.494,30.816,0.000,0.000,1,goal
1438,2,50.760,14.573,204.056,0.000,0.045,1,goal
1439,5,-200.650,9.606,385.297,0.166,0.030,0,collision
1440,4,-198.666,25.850,417.589,0.000,0.395,0,collision
1441,7,-47.363,23.461,491.276,0.000,0.000,1,goal
1442,4,-197.857,27.440,401.341,0.000,0.038,0,collision
1443,2,50.823,14.805,191.554,0.000,0.000,1,goal
1444,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1445,2,50.723,15.043,195.139,0.000,0.000,1,goal
1446,2,-199.490,12.782,110.344,0.000,0.461,0,collision
1447,9,49.460,17.922,723.749,0.000,0.043,1,goal
1448,2,50.723,14.269,183.486,0.000,0.156,1,goal
1449,2,-199.661,12.852,99.749,0.000,0.226,0,collision
1450,4,52.006,27.156,419.135,0.000,0.218,1,goal
1451,5,-47.218,33.011,553.177,0.000,0.000,1,goal
1452,3,-198.555,20.671,419.135,0.000,0.000,0,collision
1453,5,52.438,32.857,460.311,0.000,0.000,1,goal
1454,2,-199.196,14.140,197.152,0.000,0.060,0,collision
1455,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1456,2,50.371,14.701,206.109,0.000,0.112,1,goal
1457,1,49.974,8.115,45.050,0.000,0.000,1,goal
1458,1,49.923,4.863,9.532,0.000,0.000,1,goal
1459,2,-199.490,12.683,109.247,0.000,0.057,0,collision
1460,2,50.703,14.237,167.985,0.000,0.072,1,goal
1461,10,-210.906,3.782,300.507,0.000,0.097,0,collision
1462,5,-196.782,32.556,545.364,0.000,0.002,0,collision
1463,3,-198.581,20.679,419.325,0.000,0.247,0,collision
1464,8,45.644,9.365,540.187,0.000,0.021,1,goal
1465,4,-197.779,27.206,395.641,0.000,0.194,0,collision
1466,1,-200.111,5.724,19.094,0.000,0.052,0,collision
1467,2,50.213,4.637,65.394,0.392,0.500,1,goal
1468,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1469,2,50.811,14.828,191.894,0.000,0.000,1,goal
1470,2,-199.850,12.279,93.901,0.000,0.429,0,collision
1471,4,-198.222,26.227,419.274,0.000,0.000,0,collision
1472,3,-198.738,20.459,413.748,0.000,0.000,0,collision
1473,1,49.871,4.330,13.960,0.000,0.000,1,goal
1474,2,50.729,14.599,173.069,0.000,0.000,1,goal
1475,3,50.894,19.817,259.802,0.000,0.129,1,goal
1476,2,-199.422,13.455,117.848,0.000,0.000,0,collision
1477,5,52.356,32.378,482.884,0.000,0.004,1,goal
1478,3,-199.066,10.329,236.467,0.101,0.458,0,collision
1479,3,-198.841,20.930,403.242,0.000,0.088,0,collision
1480,4,51.803,26.069,411.299,0.000,0.000,1,goal
1481,5,-47.467,32.707,549.249,0.000,0.000,1,goal
1482,2,50.369,11.615,68.159,0.000,0.267,1,goal
1483,1,49.864,3.390,8.408,0.000,0.000,1,goal
1484,2,-199.406,14.293,168.762,0.000,0.023,0,collision
1485,12,44.389,11.115,839.525,0.000,0.009,1,goal
1486,2,50.205,13.331,104.679,0.000,0.060,1,goal
1487,1,50.054,6.732,27.449,0.000,0.000,1,goal
1488,2,-199.146,14.324,200.078,0.000,0.008,0,collision
1489,2,-199.675,12.455,85.219,0.000,0.000,0,collision
1490,3,-198.663,20.422,418.070,0.000,0.060,0,collision
1491,2,-199.387,14.679,189.646,0.000,0.444,0,collision
1492,6,-46.715,27.064,509.852,0.124,0.000,1,goal
1493,3,-198.498,21.199,394.635,0.000,0.094,0,collision
1494,2,50.689,14.113,166.245,0.000,0.000,1,goal
1495,3,50.963,19.256,270.276,0.000,0.080,1,goal
1496,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1497,2,50.680,13.697,133.250,0.000,0.070,1,goal
1498,1,49.909,3.778,4.762,0.000,0.000,1,goal
1499,2,50.081,11.648,68.442,0.000,0.447,1,goal
1500,1,50.000,0.000,0.000,0.000,0.000,1,goal
1501,1,50.000,0.000,0.000,0.000,0.000,1,goal
1502,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1503,7,-209.605,1.231,65.325,0.041,0.115,0,collision
1504,4,-198.369,26.899,403.325,0.000,0.024,0,collision
1505,2,-199.526,12.161,72.794,0.000,0.147,0,collision
1506,2,-199.591,12.565,76.240,0.000,0.707,0,collision
1507,4,52.147,27.813,402.831,0.000,0.024,1,goal
1508,1,-199.831,6.974,33.331,0.000,0.000,0,collision
1509,2,50.218,13.033,101.605,0.000,0.217,1,goal
1510,2,-199.518,13.840,134.981,0.000,0.553,0,collision
1511,2,50.574,13.631,132.455,0.000,0.000,1,goal
1512,2,-199.667,13.429,105.691,0.000,0.251,0,collision
1513,3,-198.982,19.116,267.596,0.000,0.064,0,collision
1514,4,51.489,25.854,413.748,0.000,0.078,1,goal
1515,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1516,3,-199.075,9.664,219.423,0.026,0.472,0,collision
1517,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1518,2,-199.498,13.865,177.470,0.000,0.000,0,collision
1519,1,49.847,4.323,5.560,0.000,0.000,1,goal
1520,1,50.060,5.845,23.478,0.000,0.000,1,goal
1521,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1522,2,50.297,4.585,64.588,0.314,0.384,1,goal
1523,6,52.424,16.178,597.050,0.000,0.049,1,goal
1524,1,50.297,8.048,44.641,0.000,0.000,1,goal
1525,4,-198.656,16.349,404.182,0.000,0.259,0,collision
1526,2,50.707,13.833,134.894,0.000,0.000,1,goal
1527,3,51.020,20.291,336.937,0.000,0.031,1,goal
1528,3,51.080,20.204,288.631,0.000,0.209,1,goal
1529,2,-199.490,13.224,127.536,0.000,0.058,0,collision
1530,2,-199.741,12.693,109.363,0.000,0.005,0,collision
1531,2,-199.501,13.554,118.962,0.000,0.376,0,collision
1532,2,-199.472,14.259,153.874,0.000,0.424,0,collision
1533,5,52.639,32.978,522.132,0.000,0.000,1,goal
1534,1,49.876,6.311,21.278,0.000,0.000,1,goal
1535,2,50.637,12.972,112.458,0.000,0.071,1,goal
1536,1,-199.774,7.514,41.404,0.000,0.064,0,collision
1537,3,-198.544,20.793,416.941,0.000,0.176,0,collision
1538,4,-198.194,26.598,395.989,0.000,0.000,0,collision
1539,1,49.703,5.444,18.059,0.000,0.000,1,goal
1540,2,50.904,14.777,207.318,0.000,0.000,1,goal
1541,2,50.836,14.684,205.837,0.000,0.060,1,goal
1542,1,0.000,0.000,0.000,0.000,0.000,0,not_found
1543,11,-55.101,14.066,805.025,0.000,0.000,1,goal
1544,4,-197.818,27.247,421.471,0.000,0.227,0,collision
1545,5,-198.137,16.859,521.335,0.000,0.185,0,collision
1546,2,50.503,12.708,77.460,0.000,0.052,1,goal
